id,ten_dia_diem,mo_ta,loai_dia_diem,khu_vuc,dia_chi,tu_khoa,thoi_gian_hoat_dong,gia_ve,danh_gia,hinh_anh,Latitude,Longitude
137,Siêu thị E-mart,"Trung tâm thương mại với màu sắc vintage, trang trí hiện đại, độc đáo, thu hút nhiều cặp đôi, nhóm bạn đến chụp hình mỗi ngày.",Trung tâm thương mại,Quận Gò Vấp,"366 Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM","trung tâm thương mại, mua sắm, chụp hình",08h00 - 22h00,Miễn phí,4.3,https://dulich3mien.vn/wp-content/uploads/2022/01/Emart-Mall-Go-Vap.jpg,10.8231406,106.6934509
138,Vincom Quang Trung,"Trung tâm thương mại hiện đại, tích hợp nhiều tiện ích mua sắm, ăn uống, vui chơi và giải trí cho mọi lứa tuổi.",Trung tâm thương mại,Quận Gò Vấp,"190 Quang Trung, Phường 10, Quận Gò Vấp, TP.HCM","trung tâm thương mại, giải trí, mua sắm",09h00 - 22h00,Miễn phí,4.2,https://vinhomescentralparkt.com/wp-content/uploads/2023/09/Vincom-Quang-Trung.jpg,10.8292364,106.6726621
139,Công viên văn hoá Gò Vấp,"Không gian phủ xanh bởi các loại cây lâu năm, cỏ và dây leo. Là nơi tập luyện thể thao, sinh hoạt văn hoá cộng đồng yêu thích của cư dân.",Công viên,Quận Gò Vấp,"Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, TP.HCM","công viên, thiên nhiên, đi dạo",04h30 - 21h00,Miễn phí,4.4,https://cdn.tuoitre.vn/thumb_w/480/471584752817336320/2024/8/6/base64-1722962403053807243679.jpeg,10.8403492,106.6830601
140,Làng hoa Gò Vấp,"Khu vui chơi với nhiều cây xanh và hoa đẹp, có sân thể thao, khu trưng bày, và nhà vệ sinh sạch sẽ. Là nơi lý tưởng cho các gia đình vào dịp cuối tuần.",Khu sinh thái / Chụp ảnh,Quận Gò Vấp,"Phan Văn Trị, Phường 5, Quận Gò Vấp, TP.HCM","thiên nhiên, chụp ảnh, gia đình",06h00 - 18h00,Miễn phí,4.1,https://flane.vn/wp-content/uploads/2022/12/quan-go-vap-choi-gi-10.jpg,10.841896,106.656146
141,Quảng trường nhạc nước Hoà Bình,Là nơi giải trí và giao lưu văn hoá lý tưởng cho dân Sài Gòn vào dịp cuối tuần. Đến đây để được trải nghiệm những điều thú vị của Sài Thành khi về đêm.,"Giải trí, vui chơi",Quận Gò Vấp,"Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, TP.HCM","giải trí, vui chơi, nhạc nước",17h00 - 22h00,Miễn phí,4.3,https://cdn3.ivivu.com/2020/12/Quang-truong-nhac-nuoc-Hoa-Binh-Square-ivivu-2.jpg,10.8361964,106.6710243
142,Miếu Nổi Gò Vấp,"Miếu có kiến trúc kiểu Champa, bao bọc bởi gạch ngói màu xanh và nâu đỏ, với nhiều tượng Phật điêu khắc tinh xảo.","Chùa, tâm linh",Quận Gò Vấp,"Rạch Vàm Thuật, Phường 5, Quận Gò Vấp, TP.HCM","chùa, kiến trúc Champa, tâm linh",06h00 - 18h00,Miễn phí,4.5,https://dulich3mien.vn/wp-content/uploads/2021/12/mieu-noi-4.jpg,10.833002,106.6912603
143,Du Miên Garden Coffee,"Không gian trang trí xanh mát với nhiều cây cối, đèn và hồ nước tạo nên khung cảnh lung linh về đêm.","Quán café, đồ uống",Quận Gò Vấp,"7 Phan Văn Trị, Phường 10, Quận Gò Vấp, TP.HCM","cafe sân vườn, đồ uống, check-in",07h00 - 23h00,50.000 - 100.000 VNĐ,4.4,https://tripzone.vn/uploads/202104/13/04/092444-qua-n-cafe-n--i-ti--ng-go--v--p---ngu--n-fb.du-mi-n-garden-coffee--.jpg,10.8317552,106.674078
144,Country House Coffee,"Quán cà phê phong cách châu Âu với nhà gỗ, hàng rào trắng và trang trí dây leo tạo không gian lãng mạn.","Quán café, đồ uống",Quận Gò Vấp,"18C Phan Văn Trị, Phường 10, Quận Gò Vấp, TP.HCM","châu Âu, cafe sân vườn, lãng mạn",07h00 - 22h00,40.000 - 90.000 VNĐ,4.3,https://tcbm.vn/wp-content/uploads/2022/01/country-house-coffee-1.jpg,10.8348609,106.6671607
145,Phen’s Coffee,"Quán mang phong cách Sài Gòn xưa, có thể ngắm máy bay đáp xuống Tân Sơn Nhất, thích hợp học nhóm và trò chuyện.","Quán café, đồ uống",Quận Gò Vấp,"26 Phan Văn Trị, Phường 10, Quận Gò Vấp, TP.HCM","Sài Gòn xưa, ngắm máy bay, cafe học nhóm",07h00 - 22h30,30.000 - 60.000 VNĐ,4.2,http://checkinvietnam.vtc.vn/media/20201109/images/013(1).jpg,10.8236785,106.6762533
146,Chùa Pháp Hoa,"Ngôi chùa nổi bật với hơn 10.000 bình gốm cổ từ nhiều nền văn hoá khác nhau, kiến trúc mang đậm chất tâm linh.","Chùa, cúng bái",Quận Phú Nhuận,"120/47 Thích Quảng Đức, Phường 4, Quận Phú Nhuận, TP.HCM","chùa, tâm linh, gốm sứ",06h00 - 18h00,Miễn phí,4.5,https://statics.vinpearl.com/chua-phap-hoa-1_1630420080.jpg,10.7863058,106.6814598
147,Khu ẩm thực Phan Xích Long,"Tuyến phố ẩm thực với đầy đủ các nhà hàng, quán ăn từ bình dân đến sang trọng, đa phong cách quốc tế.","Ẩm thực, đường phố",Quận Phú Nhuận,"Phan Xích Long, Phường 2, Quận Phú Nhuận, TP.HCM","ăn uống, nhà hàng, phố ẩm thực",08h00 - 23h00,50.000 - 500.000 VNĐ,4.3,https://mia.vn/media/uploads/blog-du-lich/pho-am-thuc-phan-xich-long-buoi-toi-1707328944.jpg,10.7962913,106.6876742
148,Hồ bơi Rạch Miễu,"Hồ bơi đạt chuẩn Olympic với nhiều hồ từ người lớn đến trẻ em, phù hợp cho gia đình và người yêu thích thể thao.","Bơi lội, thể thao",Quận Phú Nhuận,"1 Hoa Phượng, Phường 2, Quận Phú Nhuận, TP.HCM","bơi lội, thể thao, hồ bơi",05h30 - 20h00,25.000 - 40.000 VNĐ,4.2,https://www.potech.com.vn/wp-content/uploads/2017/05/den-pha-led-ho-boi-rach-mieu-potech-1.jpg,10.7958177,106.6878838
149,Nhà thi đấu Quân Khu 7,"Trung tâm tổ chức sự kiện lớn, giải đấu thể thao, ca nhạc, có sức chứa trên 20.000 người.",Thể thao - Giải trí,Quận Phú Nhuận,"202 Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, TP.HCM","sự kiện, thể thao, nhà thi đấu",08h00 - 22h00,Tùy sự kiện,4.1,https://2.bp.blogspot.com/-AzH8maZ53B4/XKsJWqGEbfI/AAAAAAAAe1s/Ir4fdxEMAt0DfNCzF1fxAzMXc9_9WYjPgCPcBGAs/s1600/_DSC4409.jpg,10.8008743,106.6688994
150,Công viên Gia Định,"Công viên rộng lớn với nhiều cây xanh, là nơi lý tưởng để tập thể dục, chơi thể thao, trượt ván và sinh hoạt cộng đồng.","Thiên nhiên, công viên",Quận Phú Nhuận,"Phường 9, Quận Phú Nhuận, TP.HCM","công viên, đi dạo, thiên nhiên",04h30 - 21h00,Miễn phí,4.5,https://r2.nucuoimekong.com/wp-content/uploads/phong-canh-cong-vien-gia-dinh.jpg,10.8132439,106.6759091
151,Aeon Mall Tân Phú,"Trung tâm mua sắm tích hợp đầy đủ các tiện ích: thời trang, ẩm thực, rạp chiếu phim, giải trí, siêu thị, nhà hàng cao cấp,...","Trung tâm thương mại, mua sắm, vui chơi",Quận Tân Phú,"Số 30 Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, TP.HCM","mua sắm, giải trí, ẩm thực",09h00 - 22h00,Miễn phí,4.6,https://aeonmall-tanphuceladon-en.com/wp-content/uploads/2019/04/Perspective-Night.jpg,10.8014965,106.6174253
152,Lâu đài đá Café,"Villa phong cách lâu đài châu Âu với khuôn viên xanh mát, sang trọng và độc đáo, thích hợp thư giãn và chụp ảnh.","Quán café, đồ uống",Quận Tân Phú,"110 Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, TP.HCM","cafe lâu đài, thư giãn, check-in",07h00 - 22h00,40.000 - 80.000 VNĐ,4.5,https://cdn.dealtoday.vn/img/s630x420/55914c8cb4ca47fda19279af348b19af.jpg?sign=Q3bFrvpGGBW57W-4gNKx2A,10.7684606,106.6271877
153,MYN Caffee,"Quán cà phê mang phong cách vintage với nội thất gỗ, ánh sáng vàng ấm và nhiều góc sống ảo đẹp.","Quán café, đồ uống",Quận Tân Phú,"143 Gò Dầu, Phường Tân Quý, Quận Tân Phú, TP.HCM","cafe vintage, thư giãn, sống ảo",08h00 - 22h00,30.000 - 60.000 VNĐ,4.4,https://toplist.vn/images/800px/myn-coffee-1115387.jpg,10.818384,106.8052448
154,An Café,"Cà phê decor phong cách xưa, không gian ấm cúng, nhiều bàn ghế gỗ và góc sống ảo hoài niệm.","Quán café, đồ uống",Quận Tân Phú,"108 Thành Công, Phường Tân Thạnh, Quận Tân Phú, TP.HCM","cafe cổ điển, nghỉ ngơi, sống ảo",07h00 - 22h00,25.000 - 50.000 VNĐ,4.3,https://bcp.cdnchinhphu.vn/334894974524682240/2022/7/22/co-bao-nhieu-cach-pha-cafe1-16584799681091678891784.jpg,10.8411272,106.823775
155,The Coffee House,"Không gian hiện đại với cửa sổ lớn, trần gỗ cao và ánh sáng đẹp, thích hợp làm việc, học tập hoặc gặp gỡ.","Quán café, đồ uống",Quận Tân Phú,"787 Lũy Bán Bích, Phường Tân Thạnh, Quận Tân Phú, TP.HCM","cafe chuỗi, hiện đại, học tập",07h00 - 22h30,40.000 - 65.000 VNĐ,4.2,https://amis.misa.vn/wp-content/uploads/2021/12/The-Coffee-House-1536x1024.jpg,10.8209049,106.7724387
156,Cá viên chiên Nguyễn Xuân Khoát,"Quán ăn vặt nổi tiếng với thực đơn phong phú, không gian thoáng mát, thích hợp cho học sinh, sinh viên.","Ẩm thực, đường phố",Quận Tân Phú,"102 Nguyễn Xuân Khoát, Phường Tân Thạnh, Quận Tân Phú, TP.HCM","ăn vặt, cá viên chiên, tuổi thơ",15h00 - 22h00,15.000 - 50.000 VNĐ,4.1,https://static.riviu.co/image/2019/10/25/288a8a8b826ce74b21e23fe6b26fc8ba_output.jpeg,10.7890259,106.6334537
157,Hai Bà Mập - Bánh đúc Singapore,"Món ăn vặt chất lượng, topping đầy đủ, hương vị độc đáo, giá cả bình dân, phù hợp học sinh sinh viên.","Ẩm thực, đường phố",Quận Tân Phú,"18 Lê Thúc Hoạch, Phường Phú Thọ Hoà, Quận Tân Phú, TP.HCM","ăn vặt, bánh đúc, học sinh",14h00 - 21h00,10.000 - 30.000 VNĐ,4.2,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbhntne19srac@resize_w800,10.7953839,106.6639073
158,Lẩu Tôm Càng Xiên,"Lẩu tôm với tôm tươi, nước dùng đậm đà, nhiều loại sốt ngon, không gian phù hợp đi nhóm bạn.","Ẩm thực, lẩu",Quận Tân Phú,"477 Kênh Tân Hoá, Phường Phú Trung, Quận Tân Phú, TP.HCM","lẩu tôm, hải sản, ăn nhóm",16h00 - 23h00,80.000 - 150.000 VNĐ,4.4,https://syphu.com.vn/wp-content/uploads/2022/11/lau-tom-cang-xien-142-tran-nhan-ton-893955.jpg,10.7650732,106.665255
159,Cháo Ếch Ú,"Cháo mềm, thịt ếch đậm đà, nước sốt độc quyền tạo nên món cháo được giới trẻ ưa chuộng.",Ẩm thực,Quận Tân Phú,"166B Gò Dầu, Phường Tân Quý, Quận Tân Phú, TP.HCM","cháo ếch, ăn tối, nước sốt đặc biệt",17h00 - 22h00,40.000 - 70.000 VNĐ,4.3,https://alltop.vn/backend/media/images/posts/2074/Chao_ech_Singapore_Can_Anh-125451.jpg,10.7959313,106.6222138
160,Ốc nhớ Sài Gòn,"Quán ốc với hương vị đặc trưng, thực đơn phong phú, món ăn tươi ngon, giá hợp lý, không gian rộng rãi.",Ẩm thực,Quận Tân Phú,"136 Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, TP.HCM","ốc, hải sản, ăn vặt",16h00 - 23h00,50.000 - 150.000 VNĐ,4.4,https://halotravel.vn/wp-content/uploads/2020/12/oc-nho-sai-gon-ocnhosg-2-1024x828.jpg,10.77495,106.6438903
161,Công viên Hoàng Văn Thụ,"được biết đến như một không gian xanh của thành phố, là điểm đến được nhiều người ưa chuộng khi đến quận Tân Bình với diện tích lên đến 106.500m2. Nằm ở trung tâm thành phố, gần sân bay Tân Sơn Nhất,","công viên, thiên nhiên, đi dạo",,"Hoàng Văn Thụ, Phường 2, Tân Bình, Thành phố Hồ Chí Minh","công viên, đi dạo, thiên nhiên",07h00 - 22h00,Miễn phí,4.4,https://mytourcdn.com/upload_images/Image/Location/6_2_2015/9-cong-vien-hoang-van-thu-mytour-4.jpg,10.8010436,106.6650508
162,Chùa Viên Giác," mang lại cảm giác thanh tịnh, an lạc trong không gian kiến trúc Phật giáo cổ kính uy nghiêm. Một trong những điểm ấn tượng là hình ảnh ngôi chùa với mái cong hòa quyện vào thiên nhiên trong những khoảnh khắc sương sớm hay hoàng hôn buông tà. ","Chùa, tâm linh",Tân Bình,"193 Bùi Thị Xuân, Phường 1, Tân Bình, Thành phố Hồ Chí Minh",tâm linh,06h00 - 21h00,Miễn phí,4.7,https://mia.vn/media/uploads/blog-du-lich/vang-canh-chua-vien-giac-01-1700728556.jpeg,10.7944949,106.6647297
163,Chùa Phổ Quang,"Là một ngôi chùa lịch sử với kiến trúc hiện đại, hoa văn được chạm khắc tinh xảo và sinh động, tạo nên không gian vừa uy nghiêm, vừa lộng lẫy.","Chùa, tâm linh",Tân Bình,"21 Huỳnh Lan Khanh, Phường 2, Tân Bình, Thành phố Hồ Chí Minh",tâm linh,06h00 - 21h00,Miễn phí,4.6,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/02_2021/chua-pho-quang-tan-binh-dep.jpg,10.8050829,106.6686603
164,CGV Trường Sơn (CGV CT Plaza),là một trong những cụm rạp chiếu phim được nhiều người ưa chuộng nhất tại Việt Nam. Bạn sẽ không chỉ được thưởng thức điện ảnh đa dạng thông qua các công nghệ tiên tiến mà còn trải nghiệm ẩm thực hoàn toàn mới và khác biệt cùng với dịch vụ chất lượng nhất.,"Trung tâm thương mại, mua sắm, vui chơi",Tân Bình,"60A Trường Sơn, Phường 2, Tân Bình, Thành phố Hồ Chí Minh","mua sắm, vui chơi",09h00 - 21h00 ,Khoảng từ 75.000 - 165.000,4.2,https://www.zonevietnam.com/upload/restaurant/cgv-cinema-trng-sn-cgv-cinema-ct-plaza-saigon.jpg,10.8130556,106.6655556
165,Tiệm cà phê Hiên Cúc Trắng,"là một trong những quán cà phê mang nét đặc trưng của hoài niệm, yên bình và hòa mình vào không gian yên bình. Với thiết kế độc đáo, sự kết hợp của màu trắng trang nhã, nội thất gỗ và các vật dụng trang trí màu nâu, be… tạo ra không gian ấm cúng, mang lại cảm giác thư thái, yên bình","Quán café, đồ uống",Tân Bình,"25 Tân Canh, Phường 1, Tân Bình, Thành phố Hồ Chí Minh","đồ uống, thư giãn", 08h00 - 22h00 ,Khoảng từ 30.000 - 50.000 đồng,4.3,https://1phutsaigon.vn/wp-content/uploads/2023/05/tiem-ca-phe-hien-cuc-trang-10.jpg,10.7966219,106.6674769
166,Chùa Giác Lâm,"là một trong những ngôi chùa có lịch sử lâu đời với hơn 300 năm tuổi. Đến nay, chùa Giác Lâm đã được phục dựng nhiều lần nhưng vẫn giữ được nét đẹp kiến trúc truyền thống. Điểm ấn tượng nhất chính là điện thờ lớn, được xây dựng tỉ mỉ từng chi tiết sẽ mang lại cho bạn một trải nghiệm đặc biệt khi tham quan","Chùa, tâm linh",Tân Bình,"565 Lạc Long Quân, Phường 10, Tân Bình, Thành phố Hồ Chí Minh","chùa, tâm linh",05h00 - 20h00,Miễn phí,4.6,https://ticotravel.com.vn/wp-content/uploads/2022/10/chua-giac-lam-5.jpg,10.7787071,106.6491914
167,Công viên Tân Phước," là một trong những công viên lâu đời tại quận Tân Bình. Đây là nơi mà cư dân thường chọn để tập thể dục, vui chơi vào những ngày cuối tuần. Xung quanh công viên có nhiều gian hàng bán đồ ăn vặt với giá cả hợp lý sẽ mang lại cho bạn những trải nghiệm thú vị.","công viên, thiên nhiên, đi dạo",Tân Bình,"9A1 Nguyễn Thị Nhỏ, Phường 9, Tân Bình, Thành phố Hồ Chí Minh",,00h00 - 24h00,Miễn phí,4.1,http://www.thtg.vn/wp-content/uploads/2019/08/vlcsnap-2019-08-28-08h47m15s484.jpg,10.7746157,106.6530185
168,Bảo Tàng Không Quân Phía Nam,"không gian yên bình ngay giữa thành phố Hồ Chí Minh ồn ào, nhớ về thời kỳ chiến tranh đã xa xôi, ghi nhớ những chiến công vĩ đại của dân tộc, ","di tích, lịch sử",Tân Bình,"87 Thăng Long, Phường 4, Tân Bình, Thành phố Hồ Chí Minh",lịch sử,07h30 - 15h30,Miễn phí,4.1,https://static.vinwonders.com/production/bao-tang-phong-khong-khong-quan-top-banner.jpg,10.805263,106.6606578
169,Vincom Plaza Cộng Hoà,"được thiết kế với tiêu chuẩn mới về tiện nghi, hứa hẹn sẽ mang đến phong cách mới, trở thành điểm đến hàng đầu đáp ứng nhu cầu về ẩm thực, giải trí…","Trung tâm thương mại, mua sắm, vui chơi",Tân Bình,"17 Đường Cộng Hòa, Phường 4, Tân Bình, Thành phố Hồ Chí Minh","giải trí, mua sắm",08h00 - 22h00,Miễn phí,4,https://top10tphcm.com/wp-content/uploads/2023/11/vincom-plaza-cong-hoa.jpg,10.8006026,106.6582188
170,Bảo tàng Lực lượng Vũ trang Miền Đông Nam Bộ,Nơi đây chứa đựng mọi thứ và trang bị quân sự quý giá cùng với những tài liệu quý giá phục vụ cho cuộc kháng chiến. Đây sẽ là điểm đến thú vị cho những ai muốn tìm hiểu về lịch sử vĩ đại của dân tộc.,"lịch sử, chiến tranh",Tân Bình,"247 Hoàng Văn Thụ, Phường 1, Tân Bình, Thành phố Hồ Chí Minh","lịch sử, di tích",07h00 - 16h30,Miễn phí,4.1,https://ongvove.com/uploads/0005/5428/2024/12/06/cac-hien-vat-noi-bat-tai-bao-tang-luc-luong-vu-trang-mien-dong-nam-bo-ongvove.jpg,10.8000048,106.6661782
171,Kimbap Hoàng tử,"Quán này có nhiều món ăn thu hút giới trẻ, đặc biệt là kimbap với giá cả phải chăng. Không gian quán được trang trí rất đẹp, phù hợp cho những ai thích chụp ảnh.",Ẩm thực,Tân Bình,"337/2 Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP.HCM","kimbap, ăn uống, giới trẻ",10h00 - 22h00,30.000 - 80.000 VNĐ,4.3,https://toplist.vn/images/800px/kimbap-hoang-tu-328323.jpg,10.7931655,106.6660782
172,Moon Fast Food,"Là nơi có thể làm hài lòng nhiều thực khách yêu thích ẩm thực Hàn Quốc. Menu đa dạng từ món Hàn đến Việt với giá cả hợp lý, phù hợp gia đình.",Ẩm thực,Tân Bình,"53 Xuân Hồng, Phường 4, Quận Tân Bình, TP.HCM","ẩm thực Hàn Quốc, ăn uống, gia đình",09h00 - 21h00,35.000 - 100.000 VNĐ,4.2,https://list.vn/images/800px/moon-fast-food-1273216.jpg,10.7964859,106.6476463
173,Mì gà quay San San,"Quán có không gian rộng rãi và thoải mái, đồ ăn đa dạng, thu hút nhiều thực khách nhờ món mì gà quay thơm ngon đặc trưng.",Ẩm thực,Tân Bình,"1235 Hoàng Sa, Phường 5, Quận Tân Bình, TP.HCM","mì gà quay, ăn uống, đặc sản",08h00 - 22h00,40.000 - 90.000 VNĐ,4.4,https://tripzone.vn/uploads/202104/14/08/121630-mi--ga--quay-san-san---ngu--n-fb.luu-anh-khoa--.jpg,10.7965163,106.688465
174,Cháo sườn Ông Tạ,"Một trong những lựa chọn tốt nhất cho thực khách khi đến quận Tân Bình. Cháo đậm đà, nóng hổi, topping đầy đủ, giá cả hợp lý.",Ẩm thực,Tân Bình,"402 Phạm Văn Hai, Phường 5, Quận Tân Bình, TP.HCM","cháo sườn, ăn sáng, đặc sản",06h00 - 11h00,25.000 - 45.000 VNĐ,4.5,https://kanawa.vn/wp-content/uploads/2022/06/review-chao-suon-ong-ta.jpg,10.7897551,106.6610082
